Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
231_230_408_419_76_271_388_311_31_267_56_35_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,203,231_230_408_419_76_271_388_311_31_267_56_35_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,203,6_6_6_6_6_6_6_6_6_6_6_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_1,6_6_6_6_6_6_6_6_6_6_6_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_1,0.6631188988685608_0.6589152216911316_1.0984077453613281_1.0980955362319946_1.0908265113830566_1.0630708932876587_0.6601391434669495_1.0987688302993774_1.3608653545379639_1.1030385494232178_1.0887620449066162_1.017720103263855_1.011007308959961_0.6495015025138855_0.6495378613471985_0.9938735961914062_1.0163309574127197_0.9909151792526245_1.016236662864685_1.0107927322387695_0.9959266185760498_1.014471411705017_1.2606711387634277_0.9962639808654785_1.0156631469726562_1.0131080150604248_0.6527135968208313_0.6496015787124634_1.0149662494659424_1.0429714918136597,0.6631188988685608_0.6589152216911316_1.0984077453613281_1.0980955362319946_1.0908265113830566_1.0630708932876587_0.6601391434669495_1.0987688302993774_1.3608653545379639_1.1030385494232178_1.0887620449066162_1.017720103263855_1.011007308959961_0.6495015025138855_0.6495378613471985_0.9938735961914062_1.0163309574127197_0.9909151792526245_1.016236662864685_1.0107927322387695_0.9959266185760498_1.014471411705017_1.2606711387634277_0.9962639808654785_1.0156631469726562_1.0131080150604248_0.6527135968208313_0.6496015787124634_1.0149662494659424_1.0429714918136597,28.99628186225891,28.99628186225891
231_230_408_419_76_271_388_311_31_267_56_35_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,200,231_230_408_419_76_271_388_311_31_267_56_35_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,200,6_6_6_6_6_6_6_6_6_6_6_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_1,6_6_6_6_6_6_6_6_6_6_6_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_1,0.6591935753822327_0.6584432125091553_1.0981082916259766_1.1000306606292725_1.090065360069275_1.0615826845169067_0.6607312560081482_1.0958666801452637_1.3596950769424438_1.1020112037658691_1.0883381366729736_1.0166151523590088_1.0111773014068604_0.6487295031547546_0.6503515243530273_0.9945999979972839_1.017561435699463_0.9883006811141968_1.0153567790985107_1.0132827758789062_0.998908281326294_1.0132347345352173_1.260137915611267_0.9971351623535156_1.0145936012268066_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,0.6591935753822327_0.6584432125091553_1.0981082916259766_1.1000306606292725_1.090065360069275_1.0615826845169067_0.6607312560081482_1.0958666801452637_1.3596950769424438_1.1020112037658691_1.0883381366729736_1.0166151523590088_1.0111773014068604_0.6487295031547546_0.6503515243530273_0.9945999979972839_1.017561435699463_0.9883006811141968_1.0153567790985107_1.0132827758789062_0.998908281326294_1.0132347345352173_1.260137915611267_0.9971351623535156_1.0145936012268066_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,28.988872170448303,28.988872170448303
294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,202,294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,202,7_7_7_7_7_7_7_7_7_7_7_7_7_1,7_7_7_7_7_7_7_7_7_7_7_7_7_1,1.017857551574707_0.9892936944961548_1.0158991813659668_1.0124404430389404_0.9959645867347717_1.0138704776763916_1.2604888677597046_0.9972295761108398_1.0143464803695679_1.0121124982833862_0.6516649723052979_0.6509428024291992_1.0165952444076538_1.0423765182495117,1.017857551574707_0.9892936944961548_1.0158991813659668_1.0124404430389404_0.9959645867347717_1.0138704776763916_1.2604888677597046_0.9972295761108398_1.0143464803695679_1.0121124982833862_0.6516649723052979_0.6509428024291992_1.0165952444076538_1.0423765182495117,13.691082894802094,13.691082894802094
390_400_405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,202,390_400_405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,202,0_7_7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,0_7_7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,1.0505359172821045_1.0042744874954224_1.009190559387207_0.6483264565467834_1.0191724300384521_1.0123662948608398_0.6491076946258545_1.2500717639923096_0.644832193851471_1.0509930849075317_1.0443300008773804_1.0414694547653198_1.0121124982833862_0.6516649723052979_0.6509428024291992_1.0165952444076538_1.0423765182495117,1.0505359172821045_1.0042744874954224_1.009190559387207_0.6483264565467834_1.0191724300384521_1.0123662948608398_0.6491076946258545_1.2500717639923096_0.644832193851471_1.0509930849075317_1.0443300008773804_1.0414694547653198_1.0121124982833862_0.6516649723052979_0.6509428024291992_1.0165952444076538_1.0423765182495117,15.798362374305725,15.798362374305725
390_400_405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,204,390_400_405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,204,0_7_7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,0_7_7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,1.0504107475280762_1.0044583082199097_1.008896827697754_0.6482096910476685_1.0180597305297852_1.0133056640625_0.6494429707527161_1.2498904466629028_0.6450098752975464_1.0506467819213867_1.0442410707473755_1.041130542755127_1.013901710510254_0.6519683599472046_0.6500642895698547_1.0170676708221436_1.0447337627410889,1.0504107475280762_1.0044583082199097_1.008896827697754_0.6482096910476685_1.0180597305297852_1.0133056640625_0.6494429707527161_1.2498904466629028_0.6450098752975464_1.0506467819213867_1.0442410707473755_1.041130542755127_1.013901710510254_0.6519683599472046_0.6500642895698547_1.0170676708221436_1.0447337627410889,15.801438450813293,15.801438450813293
390_400_405_172_356_362_192_346_187_189_190_397_350_237_305_348_143_167_407_157_159_169,205,390_400_405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,205,0_7_7_7_7_1_7_1_1_7_7_7_7_7_7_7_7_7_7_7_1,0_7_7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,1.0505872964859009_1.0040793418884277_1.0091811418533325_0.6486971378326416_1.017967939376831_1.0406221151351929_1.0265508890151978_0.6482559442520142_1.0435919761657715_1.0375436544418335_1.0124595165252686_0.9965173006057739_1.0140708684921265_1.259642481803894_0.9955658912658691_1.016503095626831_1.0146894454956055_0.6515617966651917_0.6492812037467957_1.0154187679290771_1.04702627658844,1.0505872964859009_1.0040793418884277_1.0091811418533325_0.6486971378326416_1.017967939376831_1.0124140977859497_0.6496213674545288_1.2498805522918701_0.6448899507522583_1.050575852394104_1.0443861484527588_1.0411677360534668_1.0146894454956055_0.6515617966651917_0.6492812037467957_1.0154187679290771_1.04702627658844,20.199814081192017,15.80142605304718
390_400_405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,200,390_400_405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,200,0_7_7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,0_7_7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,1.0506036281585693_1.0039947032928467_1.0090644359588623_0.6485424041748047_1.0184543132781982_1.0128049850463867_0.6491474509239197_1.250473141670227_0.6449530124664307_1.0502969026565552_1.0445425510406494_1.0424162149429321_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,1.0506036281585693_1.0039947032928467_1.0090644359588623_0.6485424041748047_1.0184543132781982_1.0128049850463867_0.6491474509239197_1.250473141670227_0.6449530124664307_1.0502969026565552_1.0445425510406494_1.0424162149429321_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,15.800114929676056,15.800114929676056
405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,200,405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,200,7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,1.0090644359588623_0.6485424041748047_1.0184543132781982_1.0128049850463867_0.6491474509239197_1.250473141670227_0.6449530124664307_1.0502969026565552_1.0445425510406494_1.0424162149429321_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,1.0090644359588623_0.6485424041748047_1.0184543132781982_1.0128049850463867_0.6491474509239197_1.250473141670227_0.6449530124664307_1.0502969026565552_1.0445425510406494_1.0424162149429321_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,13.74551659822464,13.74551659822464
405_172_356_362_192_346_187_189_190_397_350_237_305_348_143_167_407_157_159_169,200,405_172_356_362_193_185_177_404_194_173_143_167_407_157_159_169,200,7_7_7_1_7_1_1_7_7_7_7_7_7_7_7_7_7_7_1,7_7_7_7_7_7_7_1_1_7_7_7_7_7_1,1.0090644359588623_0.6485424041748047_1.0184543132781982_1.0403449535369873_1.0266780853271484_0.648228645324707_1.043934941291809_1.0366885662078857_1.0132827758789062_0.998908281326294_1.0132347345352173_1.260137915611267_0.9971351623535156_1.0145936012268066_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,1.0090644359588623_0.6485424041748047_1.0184543132781982_1.0128049850463867_0.6491474509239197_1.250473141670227_0.6449530124664307_1.0502969026565552_1.0445425510406494_1.0424162149429321_1.0129272937774658_0.6517966389656067_0.6497681736946106_1.0159753561019897_1.044353723526001,18.144050002098083,13.74551659822464
0_330_338_154_174_364_178_179_208_237_305_348_143_167_407_157_159_170,200,0_330_338_154_173_143_167_407_157_159_170,200,2_2_3_3_3_3_1_1_7_7_7_7_7_7_7_7_6,2_2_3_1_7_7_7_7_7_6,1.1211130619049072_0.6680619716644287_1.0521419048309326_1.0550737380981445_1.029543399810791_0.6622923612594604_1.0277671813964844_1.057260513305664_1.0426950454711914_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,1.1211130619049072_0.6680619716644287_1.0521419048309326_1.0282652378082275_1.040146827697754_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,16.39799737930298,9.320260643959045
1_338_154_174_364_178_180_337_182_187_189_190_397_350_237_305_348_143_167_407_157_159_170,200,1_338_154_173_143_167_407_157_159_170,200,2_3_3_3_3_3_3_3_1_1_7_7_7_7_7_7_7_7_7_7_7_6,2_3_1_7_7_7_7_7_6,0.6977500915527344_1.0521419048309326_1.0550737380981445_1.029543399810791_0.6622923612594604_1.050246000289917_0.6564711928367615_1.0318037271499634_1.0265631675720215_1.0432186126708984_1.036363124847412_1.013183355331421_0.999584436416626_1.0129988193511963_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,0.6977500915527344_1.0521419048309326_1.0282652378082275_1.040146827697754_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,21.049282133579254,8.228835701942444
23_25_252_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,201,23_25_252_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,201,2_2_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,2_2_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,0.6697847843170166_1.0757447481155396_1.0219979286193848_1.017989158630371_1.0103387832641602_0.6514766812324524_0.648556649684906_0.9949082136154175_1.0154685974121094_0.9919066429138184_1.0162062644958496_1.0104548931121826_0.9982181191444397_1.0133041143417358_1.2595281600952148_0.9964133501052856_1.0147351026535034_1.013181447982788_0.6505639553070068_0.6496291160583496_1.0138490200042725_1.0827091932296753,0.6697847843170166_1.0757447481155396_1.0219979286193848_1.017989158630371_1.0103387832641602_0.6514766812324524_0.648556649684906_0.9949082136154175_1.0154685974121094_0.9919066429138184_1.0162062644958496_1.0104548931121826_0.9982181191444397_1.0133041143417358_1.2595281600952148_0.9964133501052856_1.0147351026535034_1.013181447982788_0.6505639553070068_0.6496291160583496_1.0138490200042725_1.0827091932296753,20.81696492433548,20.81696492433548
23_25_252_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,200,23_25_252_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,200,2_2_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,2_2_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,0.6698112487792969_1.0765480995178223_1.0218921899795532_1.0176103115081787_1.0108082294464111_0.6489589214324951_0.6502842307090759_0.9946191906929016_1.0177128314971924_0.9889860153198242_1.0156179666519165_1.013183355331421_0.999584436416626_1.0129988193511963_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,0.6698112487792969_1.0765480995178223_1.0218921899795532_1.0176103115081787_1.0108082294464111_0.6489589214324951_0.6502842307090759_0.9946191906929016_1.0177128314971924_0.9889860153198242_1.0156179666519165_1.013183355331421_0.999584436416626_1.0129988193511963_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,20.820664048194885,20.820664048194885
29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,201,29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,201,7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,0.9927952289581299_1.3125855922698975_1.024179458618164_1.017989158630371_1.0103387832641602_0.6514766812324524_0.648556649684906_0.9949082136154175_1.0154685974121094_0.9919066429138184_1.0162062644958496_1.0104548931121826_0.9982181191444397_1.0133041143417358_1.2595281600952148_0.9964133501052856_1.0147351026535034_1.013181447982788_0.6505639553070068_0.6496291160583496_1.0138490200042725_1.0827091932296753,0.9927952289581299_1.3125855922698975_1.024179458618164_1.017989158630371_1.0103387832641602_0.6514766812324524_0.648556649684906_0.9949082136154175_1.0154685974121094_0.9919066429138184_1.0162062644958496_1.0104548931121826_0.9982181191444397_1.0133041143417358_1.2595281600952148_0.9964133501052856_1.0147351026535034_1.013181447982788_0.6505639553070068_0.6496291160583496_1.0138490200042725_1.0827091932296753,21.37899774312973,21.37899774312973
41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,27.045539379119873,27.045539379119873
41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,27.045539379119873,27.045539379119873
41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,27.045539379119873,27.045539379119873
41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,41_43_45_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,7_7_7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,1.012635350227356_0.6491215229034424_0.9911460876464844_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,27.045539379119873,27.045539379119873
51_53_56_35_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,51_54_358_340_32_310_388_311_31_267_56_35_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,0_6_6_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,2_2_1_1_1_6_6_6_6_6_6_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.0286887884140015_1.1179437637329102_1.0894010066986084_1.0166088342666626_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,1.0949982404708862_1.075734257698059_1.0427477359771729_1.0781896114349365_1.079228162765503_1.0635907649993896_0.6606568694114685_1.0988401174545288_1.3579826354980469_1.102424144744873_1.0894010066986084_1.0166088342666626_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,21.285783231258392,29.793543219566345
58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,205,58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,205,6_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,6_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.0946948528289795_1.0313503742218018_0.6512643694877625_0.6485947966575623_0.9949367642402649_1.013939380645752_0.9915378093719482_1.0161774158477783_1.012210488319397_0.9969015121459961_1.013998031616211_1.2593393325805664_0.9957514405250549_1.016406774520874_1.0141241550445557_0.6510776281356812_0.6484216451644897_1.013136386871338_1.0849066972732544,1.0946948528289795_1.0313503742218018_0.6512643694877625_0.6485947966575623_0.9949367642402649_1.013939380645752_0.9915378093719482_1.0161774158477783_1.012210488319397_0.9969015121459961_1.013998031616211_1.2593393325805664_0.9957514405250549_1.016406774520874_1.0141241550445557_0.6510776281356812_0.6484216451644897_1.013136386871338_1.0849066972732544,18.148769855499268,18.148769855499268
58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,205,58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,205,6_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,6_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.0946948528289795_1.0313503742218018_0.6512643694877625_0.6485947966575623_0.9949367642402649_1.013939380645752_0.9915378093719482_1.0161774158477783_1.012210488319397_0.9969015121459961_1.013998031616211_1.2593393325805664_0.9957514405250549_1.016406774520874_1.0141241550445557_0.6510776281356812_0.6484216451644897_1.013136386871338_1.0849066972732544,1.0946948528289795_1.0313503742218018_0.6512643694877625_0.6485947966575623_0.9949367642402649_1.013939380645752_0.9915378093719482_1.0161774158477783_1.012210488319397_0.9969015121459961_1.013998031616211_1.2593393325805664_0.9957514405250549_1.016406774520874_1.0141241550445557_0.6510776281356812_0.6484216451644897_1.013136386871338_1.0849066972732544,18.148769855499268,18.148769855499268
58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,200,58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,200,6_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,6_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1.0950638055801392_1.0309090614318848_0.6489589214324951_0.6502842307090759_0.9946191906929016_1.0177128314971924_0.9889860153198242_1.0156179666519165_1.013183355331421_0.999584436416626_1.0129988193511963_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,1.0950638055801392_1.0309090614318848_0.6489589214324951_0.6502842307090759_0.9946191906929016_1.0177128314971924_0.9889860153198242_1.0156179666519165_1.013183355331421_0.999584436416626_1.0129988193511963_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,18.149966835975647,18.149966835975647
61_325_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,200,61_325_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,200,1_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,1_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,0.6516414880752563_1.0120242834091187_0.9929430484771729_1.31270170211792_1.0240857601165771_1.0176103115081787_1.0108082294464111_0.6489589214324951_0.6502842307090759_0.9946191906929016_1.0177128314971924_0.9889860153198242_1.0156179666519165_1.013183355331421_0.999584436416626_1.0129988193511963_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,0.6516414880752563_1.0120242834091187_0.9929430484771729_1.31270170211792_1.0240857601165771_1.0176103115081787_1.0108082294464111_0.6489589214324951_0.6502842307090759_0.9946191906929016_1.0177128314971924_0.9889860153198242_1.0156179666519165_1.013183355331421_0.999584436416626_1.0129988193511963_1.2595736980438232_0.9976344108581543_1.0143084526062012_1.0124295949935913_0.6513411998748779_0.6489307880401611_1.014132022857666_1.083698034286499,23.045808792114258,23.045808792114258
64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,202,7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,7_7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_6,0.997747004032135_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,0.997747004032135_1.0014657974243164_0.9878458380699158_1.020890235900879_0.9921169281005859_1.3129682540893555_1.0247080326080322_1.019500494003296_1.0085192918777466_0.6488631367683411_0.6514421105384827_0.9950622320175171_1.0181950330734253_0.9901007413864136_1.0158897638320923_1.012500524520874_0.9962020516395569_1.0137948989868164_1.2597894668579102_0.9978936910629272_1.0140742063522339_1.011478304862976_0.6511151790618896_0.6502045392990112_1.015018105506897_1.0829975605010986,25.390383422374725,25.390383422374725
